100.0	8422
200.0	1556
300.0	566
400.0	357
500.0	263
600.0	190
700.0	138
800.0	115
900.0	70
1000.0	56
1100.0	45
1200.0	30
1300.0	33
1400.0	22
1500.0	19
1600.0	19
1700.0	12
1800.0	12
1900.0	10
2000.0	7
2100.0	4
2200.0	6
2300.0	7
2400.0	1
2500.0	2
2600.0	3
2800.0	3
2900.0	1
3000.0	1
3200.0	1
3700.0	1
3800.0	1
4100.0	1
